Date,Open,High,Low,Close,Volume
01/03/2023,1941.7,1941.7,1935.8,1935.8,2
01/04/2023,1945.9,1961.0,1945.9,1960.2,5
01/05/2023,1935.4,1935.4,1927.6,1927.6,2
01/06/2023,1962.5,1964.5,1962.5,1964.4,6
01/09/2023,1970.2,1980.9,1970.2,1980.9,9
01/10/2023,1976.4,1977.6,1976.4,1977.4,35
01/11/2023,1986.5,1986.5,1978.3,1979.0,23
01/12/2023,1991.3,1998.3,1991.3,1997.9,26
01/13/2023,2018.5,2024.5,2018.5,2024.5,33
01/16/2023,2013.5,2018.4,2013.5,2018.4,4
01/17/2023,2010.1,2010.1,2010.1,2010.1,1
01/18/2023,2007.0,2007.0,2007.0,2007.0,1
01/19/2023,2005.9,2027.6,2005.9,2027.6,8
01/20/2023,2026.2,2026.6,2026.2,2026.6,2
01/23/2023,2025.7,2028.3,2025.7,2026.0,10
01/24/2023,2039.8,2039.8,2032.4,2036.7,3
01/25/2023,2042.2,2043.0,2042.2,2043.0,2
01/26/2023,2040.0,2040.0,2030.6,2030.6,5
01/27/2023,2021.6,2032.2,2021.6,2032.2,6
01/30/2023,2028.8,2028.8,2022.1,2022.3,7
01/31/2023,2021.7,2021.7,2003.9,2003.9,7
02/01/2023,2026.6,2026.6,2026.4,2026.4,10
02/02/2023,2013.8,2014.8,2013.8,2013.9,20
02/03/2023,1984.1,1984.2,1959.5,1961.6,26
02/06/2023,1960.0,1963.1,1960.0,1963.1,5
02/07/2023,1970.5,1970.5,1964.3,1968.5,6
02/08/2023,1975.5,1975.8,1975.5,1975.8,3
02/09/2023,1982.8,1982.8,1964.0,1964.0,3
02/10/2023,1960.1,1960.1,1959.6,1959.6,2
02/13/2023,1949.6,1951.7,1949.3,1951.7,6
02/14/2023,1951.1,1951.1,1950.4,1950.4,2
02/15/2023,1932.5,1932.5,1932.0,1932.0,2
02/16/2023,1938.4,1938.4,1937.4,1937.5,7
02/17/2023,1937.5,1938.6,1936.2,1938.3,14
02/21/2023,1928.9,1928.9,1928.3,1928.7,3
02/22/2023,1927.4,1927.4,1927.4,1927.4,1
02/23/2023,1921.0,1926.9,1913.4,1913.7,11
02/24/2023,1919.8,1919.8,1916.9,1916.9,3
02/27/2023,1903.3,1912.1,1903.3,1910.4,28
02/28/2023,1904.9,1923.3,1904.4,1923.3,12
03/01/2023,1929.9,1937.4,1929.9,1933.5,20
03/02/2023,1929.1,1929.3,1929.0,1929.0,6
03/03/2023,1933.3,1933.3,1933.3,1933.3,1
03/06/2023,1942.8,1942.9,1942.2,1942.4,6
03/07/2023,1909.0,1910.7,1908.3,1908.3,5
03/08/2023,1908.4,1910.8,1908.4,1910.8,8
03/09/2023,1910.8,1926.6,1909.8,1926.1,13
03/10/2023,1929.6,1929.6,1929.5,1929.6,6
03/13/2023,1984.5,1997.8,1984.5,1996.9,24
03/14/2023,1985.1,1997.4,1985.1,1993.9,12
03/15/2023,1988.2,2006.0,1988.2,2002.8,15
03/16/2023,1994.5,2007.6,1993.6,1993.6,41
03/17/2023,2013.4,2062.8,2012.2,2062.8,28
03/20/2023,2059.1,2067.9,2051.5,2067.9,32
03/21/2023,2052.0,2052.0,2025.4,2026.2,18
03/22/2023,2032.7,2037.7,2032.1,2032.1,9
03/23/2023,2066.8,2083.8,2066.8,2083.0,16
03/24/2023,2080.8,2080.8,2065.2,2065.2,11
03/27/2023,2058.0,2058.0,2030.8,2038.8,33
03/28/2023,2037.2,2056.4,2037.2,2054.9,9
03/29/2023,2056.1,2056.1,2043.7,2051.0,20
03/30/2023,2054.8,2072.0,2054.8,2069.7,34
03/31/2023,2064.8,2069.4,2055.9,2056.4,24
04/03/2023,2064.0,2076.7,2063.7,2073.2,12
04/04/2023,2066.9,2108.9,2066.9,2108.2,24
04/05/2023,2112.6,2114.7,2103.5,2103.7,16
04/06/2023,2099.0,2099.0,2090.1,2094.9,5
04/10/2023,2079.9,2082.2,2073.1,2073.1,6
04/11/2023,2085.0,2092.1,2085.0,2090.2,4
04/12/2023,2100.2,2106.6,2088.6,2094.6,13
04/13/2023,2110.0,2130.0,2110.0,2127.0,5
04/14/2023,2125.3,2125.3,2083.8,2087.8,12
04/17/2023,2097.0,2100.1,2071.9,2079.8,77
04/18/2023,2084.1,2092.2,2084.1,2092.0,4
04/19/2023,2066.2,2074.4,2059.6,2074.4,92
04/20/2023,2088.2,2092.0,2085.5,2091.7,6
04/21/2023,2074.3,2075.9,2056.2,2063.4,28
04/24/2023,2061.2,2072.3,2061.2,2071.0,4
04/25/2023,2077.8,2085.3,2074.1,2081.3,50
04/26/2023,2090.9,2091.4,2065.8,2068.8,43
04/27/2023,2071.4,2083.7,2055.1,2071.1,152
04/28/2023,2070.2,2074.3,2060.1,2070.3,224
05/01/2023,2065.2,2085.4,2065.2,2066.2,11
05/02/2023,2067.6,2098.4,2067.6,2095.6,12
05/03/2023,2100.2,2119.7,2090.3,2119.7,85
05/04/2023,2134.2,2140.3,2111.7,2129.4,146
05/05/2023,2132.5,2132.5,2080.4,2098.1,167
05/08/2023,2101.2,2111.3,2101.2,2102.5,95
05/09/2023,2107.8,2118.8,2106.4,2118.8,116
05/10/2023,2117.1,2129.1,2104.5,2111.7,175
05/11/2023,2114.9,2118.0,2093.0,2093.8,132
05/12/2023,2095.6,2101.0,2079.8,2093.5,152
05/15/2023,2088.1,2100.6,2088.1,2095.6,118
05/16/2023,2093.8,2096.4,2064.2,2067.5,101
