Date,Open,High,Low,Close,Volume
04/28/2023,2001.4,2003.4,2000.7,2000.7,9
05/01/2023,2009.7,2023.9,1996.2,1999.8,26
05/02/2023,2000.2,2037.5,2000.2,2035.9,71
05/03/2023,2034.7,2058.2,2034.7,2058.2,24
05/04/2023,2069.4,2080.0,2050.7,2066.3,45
05/05/2023,2065.3,2065.3,2018.9,2035.2,72
05/08/2023,2038.7,2046.5,2035.9,2039.4,16
05/09/2023,2037.0,2054.3,2037.0,2051.4,40
05/10/2023,2049.8,2064.3,2039.4,2046.5,92
05/11/2023,2052.2,2055.0,2027.1,2030.0,47
05/12/2023,2031.2,2035.7,2016.2,2027.0,53
05/15/2023,2023.5,2036.6,2023.2,2035.3,49
05/16/2023,2030.1,2030.1,1999.1,2003.9,242
05/17/2023,2003.3,2005.5,1988.3,1996.9,339
05/18/2023,1995.9,1995.9,1964.4,1969.4,205
05/19/2023,1974.9,1995.5,1970.5,1989.5,188
05/22/2023,1991.0,1992.9,1981.6,1983.8,129
05/23/2023,1983.3,1987.2,1966.1,1986.5,256
05/24/2023,1987.3,1997.0,1968.3,1970.8,326
05/25/2023,1969.2,1974.6,1949.0,1950.4,593
05/26/2023,1951.2,1966.2,1948.4,1956.4,767
05/29/2023,1951.6,1958.3,1949.8,1952.8,394
05/30/2023,1953.6,1972.4,1941.2,1969.1,1121
05/31/2023,1968.4,1984.0,1963.2,1972.3,758
06/01/2023,1972.3,1991.4,1961.3,1986.3,745
06/02/2023,1985.1,1990.9,1955.0,1955.0,1018
06/05/2023,1954.4,1970.8,1945.0,1969.0,1015
06/06/2023,1968.9,1973.6,1962.0,1971.0,316
06/07/2023,1971.2,1977.5,1947.1,1947.1,738
06/08/2023,1948.6,1976.0,1948.1,1971.5,934
06/09/2023,1970.6,1978.4,1962.4,1966.6,421
06/12/2023,1966.1,1971.5,1954.8,1962.8,360
06/13/2023,1962.9,1976.0,1944.5,1948.3,637
06/14/2023,1948.6,1964.9,1944.3,1946.2,541
06/15/2023,1948.8,1963.7,1929.6,1961.4,622
06/16/2023,1961.3,1970.6,1956.7,1960.1,566
06/19/2023,1961.7,1961.7,1951.2,1952.8,139
06/20/2023,1955.4,1959.2,1932.4,1939.0,372
06/21/2023,1939.5,1940.7,1922.2,1934.5,702
06/22/2023,1935.9,1935.9,1914.0,1914.0,348
06/23/2023,1915.0,1939.3,1911.3,1921.8,571
06/26/2023,1926.4,1934.5,1923.0,1923.8,319
06/27/2023,1927.4,1930.2,1912.3,1913.8,176
06/28/2023,1915.2,1916.7,1903.6,1909.8,258
06/29/2023,1909.9,1909.9,1892.5,1908.4,121
06/30/2023,1908.6,1912.1,1900.6,1909.9,10
07/03/2023,1917.9,1929.5,1917.9,1921.1,21
07/04/2023,1923.5,1929.1,1923.5,1928.4,17
07/05/2023,1926.7,1933.9,1914.7,1914.7,33
07/06/2023,1909.3,1910.2,1903.2,1910.2,36
07/07/2023,1913.4,1934.1,1913.4,1925.6,31
07/10/2023,1923.6,1926.1,1912.3,1924.2,184
07/11/2023,1925.0,1937.0,1924.2,1932.0,132
07/12/2023,1932.3,1958.0,1932.2,1958.0,129
07/13/2023,1961.1,1961.1,1953.0,1960.0,16
07/14/2023,1958.4,1960.6,1952.7,1954.8,88
07/17/2023,1954.0,1956.5,1946.6,1954.3,16
07/18/2023,1968.8,1978.4,1963.4,1978.4,5
07/19/2023,1977.0,1977.0,1973.0,1973.0,7
07/20/2023,1973.7,1973.7,1965.6,1970.0,10
07/21/2023,1961.8,1963.5,1961.8,1963.4,25
07/24/2023,1965.3,1965.5,1965.3,1965.5,2
07/25/2023,1953.0,1962.5,1953.0,1961.7,12
07/26/2023,1966.2,1972.0,1966.2,1972.0,2
