,GCH23,GCJ23,GCK23,GCM23,GCN23,GCQ23,GCU23,GCV23,GCX23,GCZ23
2023-03-13,0.0,6.5,13.899999999999864,22.59999999999991,,39.59999999999991,,56.0,,68.79999999999995
2023-03-14,0.0,5.0,12.900000000000091,21.200000000000045,,38.100000000000136,,55.0,,71.10000000000014
2023-03-15,0.0,3.8999999999998636,13.099999999999909,20.799999999999955,,36.299999999999955,,50.59999999999991,,63.399999999999864
2023-03-16,0.0,6.7999999999999545,15.200000000000045,23.299999999999955,,39.59999999999991,,56.200000000000045,,72.79999999999995
2023-03-17,0.0,8.600000000000136,15.800000000000182,24.700000000000045,,42.0,,54.200000000000045,,72.40000000000009
2023-03-20,0.0,3.099999999999909,12.0,20.0,,37.0,,51.299999999999955,,67.59999999999991
2023-03-21,0.0,3.2999999999999545,11.600000000000136,20.5,,37.5,,54.0,,70.40000000000009
2023-03-22,0.0,4.100000000000136,11.0,20.90000000000009,,36.5,,57.799999999999955,,70.60000000000014
2023-03-23,0.0,2.699999999999818,10.599999999999909,20.299999999999955,,36.899999999999864,,58.19999999999982,,74.69999999999982
2023-03-24,0.0,-4.5,4.099999999999909,13.5,,31.5,,46.700000000000045,,62.5
2023-03-27,0.0,0.900000000000091,8.700000000000045,18.600000000000136,,36.600000000000136,,45.600000000000136,,69.20000000000005
2023-03-28,,0.0,7.7999999999999545,17.200000000000045,,34.799999999999955,,51.90000000000009,,66.5
2023-03-29,,0.0,7.2999999999999545,16.899999999999864,,33.399999999999864,,50.09999999999991,,66.89999999999986
2023-03-30,,0.0,7.900000000000091,16.90000000000009,,34.80000000000018,,53.40000000000009,,72.90000000000009
2023-03-31,,0.0,7.0,17.200000000000045,,34.799999999999955,,64.0,,70.79999999999995
2023-04-03,,0.0,7.2999999999999545,16.799999999999955,,34.5,,53.19999999999982,,68.79999999999973
2023-04-04,,0.0,6.0,14.299999999999955,,32.299999999999955,,51.899999999999864,,68.20000000000005
2023-04-05,,0.0,5.7000000000000455,14.799999999999955,,32.50000000000023,,50.50000000000023,,66.79999999999995
2023-04-06,,0.0,4.699999999999818,14.299999999999955,,31.399999999999864,,51.19999999999982,,64.59999999999991
2023-04-10,,0.0,8.699999999999818,17.699999999999818,,35.5,,53.59999999999991,,70.69999999999982
2023-04-11,,0.0,6.0,15.0,,33.200000000000045,,52.0,,69.59999999999991
2023-04-12,,0.0,1.7000000000000455,11.800000000000182,,30.300000000000182,,42.59999999999991,,66.80000000000018
2023-04-13,,0.0,4.399999999999864,13.699999999999818,,33.0,,49.79999999999973,,67.0
2023-04-14,,0.0,5.599999999999909,14.0,,32.899999999999864,,53.299999999999955,,70.39999999999986
2023-04-17,,0.0,2.2000000000000455,11.900000000000091,,30.300000000000182,,49.40000000000009,,67.5
2023-04-18,,0.0,2.800000000000182,13.200000000000045,,32.200000000000045,,51.80000000000018,,67.40000000000009
2023-04-19,,0.0,2.2999999999999545,12.100000000000136,,30.299999999999955,,46.600000000000136,,68.70000000000005
2023-04-20,,0.0,3.900000000000091,13.0,,31.300000000000182,,49.5,,68.70000000000027
2023-04-21,,0.0,1.599999999999909,11.199999999999818,,29.399999999999864,,48.299999999999955,,65.69999999999982
2023-04-24,,0.0,1.599999999999909,10.700000000000045,,29.5,,47.200000000000045,,66.29999999999995
2023-04-25,,0.0,3.7000000000000455,11.700000000000045,,29.59999999999991,,48.59999999999991,,68.29999999999995
2023-04-26,,0.0,3.1000000000001364,12.200000000000045,,31.300000000000182,,48.90000000000009,,67.70000000000027
2023-04-27,,,0.0,9.0,,27.90000000000009,,47.09999999999991,,64.80000000000018
2023-04-28,,,0.0,9.400000000000091,10.700000000000045,28.0,,49.90000000000009,,63.59999999999991
2023-05-01,,,0.0,11.0,19.5,30.200000000000045,,48.40000000000009,,64.70000000000005
2023-05-02,,,0.0,9.899999999999864,20.0,29.199999999999818,,48.79999999999973,,66.5
2023-05-03,,,0.0,13.800000000000182,23.199999999999818,32.90000000000009,,49.90000000000009,,70.09999999999991
2023-05-04,,,0.0,10.699999999999818,18.40000000000009,30.0,,48.40000000000009,,66.5
2023-05-05,,,0.0,12.900000000000091,23.200000000000045,31.90000000000009,,52.0,,69.40000000000009
2023-05-08,,,0.0,3.900000000000091,14.800000000000182,23.700000000000273,,42.40000000000009,,60.30000000000018
2023-05-09,,,0.0,4.5,14.100000000000136,24.200000000000045,,43.299999999999955,,62.100000000000136
2023-05-10,,,0.0,7.2999999999999545,17.0,26.699999999999818,,47.09999999999991,,64.5
2023-05-11,,,0.0,6.099999999999909,15.599999999999909,25.399999999999864,,44.09999999999991,,61.79999999999973
2023-05-12,,,,0.0,11.400000000000091,19.90000000000009,,38.90000000000009,,57.5
2023-05-15,,,0.0,4.300000000000182,18.200000000000045,23.700000000000045,,41.40000000000009,,60.90000000000009
2023-05-16,,,,0.0,10.700000000000045,19.09999999999991,,37.899999999999864,,56.799999999999955
2023-05-17,,,0.0,2.1000000000001364,13.300000000000182,20.700000000000045,,40.700000000000045,,59.90000000000009
2023-05-18,,,0.0,3.5,12.600000000000136,21.90000000000009,,40.200000000000045,,58.90000000000009
2023-05-19,,,0.0,3.2000000000000455,12.799999999999955,21.899999999999864,,42.299999999999955,,58.299999999999955
2023-05-22,,,0.0,-6.7999999999999545,3.2999999999999545,11.400000000000091,,31.799999999999955,,49.40000000000009
2023-05-23,,,,0.0,9.0,18.40000000000009,,37.0,,55.200000000000045
2023-05-24,,,0.0,-9.900000000000091,1.599999999999909,8.5,,28.299999999999955,,47.5
2023-05-25,,,,0.0,8.700000000000045,18.700000000000045,,37.899999999999864,,56.399999999999864
2023-05-26,,,0.0,-2.300000000000182,8.0,16.5,,36.5,,55.899999999999864
2023-05-29,,,,0.0,10.799999999999955,19.200000000000045,,38.90000000000009,,58.90000000000009
2023-05-30,,,,0.0,10.199999999999818,18.699999999999818,,38.0,,57.19999999999982
2023-05-31,,,,0.0,9.5,18.200000000000045,,39.200000000000045,,56.5
2023-06-01,,,,0.0,7.7999999999999545,16.59999999999991,,36.299999999999955,,54.90000000000009
2023-06-02,,,,0.0,7.599999999999909,16.899999999999864,,36.399999999999864,,55.09999999999991
2023-06-05,,,,0.0,7.400000000000091,16.5,,35.40000000000009,,54.90000000000009
2023-06-06,,,,0.0,8.0,16.799999999999955,,36.0,,55.09999999999991
2023-06-07,,,,0.0,6.399999999999864,14.799999999999955,,34.299999999999955,,54.299999999999955
2023-06-08,,,,0.0,6.5,15.099999999999909,,34.90000000000009,,53.90000000000009
2023-06-09,,,,0.0,6.2999999999999545,15.400000000000091,,34.700000000000045,,54.299999999999955
2023-06-12,,,,0.0,5.899999999999864,14.899999999999864,,35.19999999999982,,53.0
2023-06-13,,,,0.0,5.5,14.100000000000136,,33.40000000000009,,52.600000000000136
2023-06-14,,,,0.0,5.900000000000091,15.400000000000091,,34.90000000000009,,53.100000000000136
2023-06-15,,,,0.0,3.7000000000000455,12.799999999999955,,32.700000000000045,,51.59999999999991
2023-06-16,,,,0.0,3.0,13.600000000000136,,33.100000000000136,,52.200000000000045
2023-06-19,,,,0.0,-1.1000000000001364,8.399999999999864,,26.799999999999955,,47.19999999999982
2023-06-20,,,,0.0,2.400000000000091,11.5,,30.200000000000045,,49.700000000000045
2023-06-21,,,,0.0,2.7999999999999545,11.799999999999955,,32.09999999999991,,51.399999999999864
2023-06-22,,,,0.0,1.2000000000000455,11.100000000000136,,30.0,,49.700000000000045
2023-06-23,,,,0.0,1.0,9.5,,29.200000000000045,,48.600000000000136
2023-06-26,,,,0.0,1.2999999999999545,10.400000000000091,,29.40000000000009,,49.5
2023-06-27,,,,0.0,-0.7000000000000455,8.799999999999955,,27.5,,47.5
2023-06-28,,,,,0.0,6.7000000000000455,,25.40000000000009,,45.40000000000009
2023-06-29,,,,,0.0,7.7999999999999545,,27.199999999999818,,46.399999999999864
2023-06-30,,,,,0.0,17.899999999999864,24.09999999999991,35.399999999999864,,56.5
2023-07-03,,,,,0.0,8.100000000000136,17.200000000000045,27.0,,46.5
2023-07-04,,,,,0.0,5.199999999999818,13.799999999999955,24.199999999999818,,43.5
2023-07-05,,,,,0.0,8.0,22.200000000000045,27.59999999999991,,46.700000000000045
2023-07-06,,,,,0.0,6.7000000000000455,15.799999999999955,25.5,,45.399999999999864
2023-07-07,,,,,0.0,4.900000000000091,14.5,24.40000000000009,,44.600000000000136
2023-07-10,,,,,0.0,6.7000000000000455,16.59999999999991,25.799999999999955,,45.200000000000045
2023-07-11,,,,,0.0,5.599999999999909,15.099999999999909,24.59999999999991,,44.299999999999955
2023-07-12,,,,,0.0,5.099999999999909,15.200000000000045,24.09999999999991,,44.0
2023-07-13,,,,,0.0,5.0,13.799999999999955,24.09999999999991,,43.799999999999955
2023-07-14,,,,,0.0,4.5,14.200000000000045,23.5,,43.5
2023-07-17,,,,,0.0,4.7000000000000455,14.600000000000136,23.40000000000009,,43.40000000000009
2023-07-18,,,,,0.0,4.099999999999909,12.299999999999955,23.199999999999818,,43.0
2023-07-19,,,,,0.0,7.400000000000091,18.0,26.799999999999955,,46.09999999999991
2023-07-20,,,,,0.0,2.099999999999909,13.5,20.90000000000009,,40.799999999999955
2023-07-21,,,,,0.0,0.5,10.199999999999818,19.299999999999955,,39.19999999999982
2023-07-24,,,,,0.0,-9.0,0.7000000000000455,10.299999999999955,,29.799999999999955
2023-07-25,,,,,0.0,4.899999999999864,14.700000000000045,24.09999999999991,,44.0
2023-07-26,,,,,0.0,1.400000000000091,10.799999999999955,20.90000000000009,,40.700000000000045
2023-07-27,,,,,,0.0,9.700000000000045,17.5,,39.299999999999955
2023-07-28,,,,,,0.0,9.0,19.5,,39.40000000000009
2023-07-31,,,,,,0.0,8.900000000000091,18.40000000000009,,38.100000000000136
2023-08-01,,,,,,0.0,9.0,18.90000000000009,,38.59999999999991
2023-08-02,,,,,,0.0,8.100000000000136,17.700000000000045,,37.0
2023-08-03,,,,,,0.0,8.200000000000045,17.300000000000182,,36.700000000000045
2023-08-04,,,,,,0.0,7.7999999999999545,17.799999999999955,,37.90000000000009
2023-08-07,,,,,,0.0,7.099999999999909,17.0,,36.5
2023-08-08,,,,,,0.0,2.7000000000000455,12.799999999999955,,32.5
2023-08-09,,,,,,0.0,6.2999999999999545,15.399999999999864,,34.09999999999991
2023-08-10,,,,,,0.0,3.900000000000091,13.900000000000091,,32.700000000000045
2023-08-11,,,,,,0.0,5.0,14.799999999999955,,33.5
2023-08-14,,,,,,0.0,3.400000000000091,13.100000000000136,,32.0
2023-08-15,,,,,,0.0,9.900000000000091,19.5,,38.299999999999955
2023-08-16,,,,,,0.0,2.8999999999998636,12.599999999999909,,30.699999999999818
2023-08-17,,,,,,0.0,6.599999999999909,16.0,,34.90000000000009
2023-08-18,,,,,,0.0,2.599999999999909,12.399999999999864,,30.5
2023-08-21,,,,,,0.0,2.900000000000091,12.400000000000091,,30.40000000000009
2023-08-22,,,,,,0.0,2.0,11.600000000000136,,29.600000000000136
2023-08-23,,,,,,0.0,-1.1000000000001364,8.700000000000045,,26.799999999999955
2023-08-24,,,,,,0.0,-3.800000000000182,5.699999999999818,,24.299999999999955
2023-08-25,,,,,,0.0,-6.0,4.400000000000091,,23.5
2023-08-28,,,,,,0.0,-1.900000000000091,7.7000000000000455,,26.5
2023-08-29,,,,,,0.0,20.0,29.899999999999864,,48.69999999999982
2023-09-05,,,,,,,0.0,7.7000000000000455,17.90000000000009,26.0
2023-09-06,,,,,,,0.0,6.900000000000091,16.40000000000009,25.5
2023-09-07,,,,,,,0.0,7.699999999999818,15.299999999999955,26.09999999999991
2023-09-08,,,,,,,0.0,2.2000000000000455,21.0,20.09999999999991
2023-09-11,,,,,,,0.0,4.2000000000000455,15.299999999999955,22.09999999999991
2023-09-12,,,,,,,0.0,3.099999999999909,11.5,20.899999999999864
2023-09-13,,,,,,,0.0,-1.8999999999998636,7.2000000000000455,16.0
2023-09-14,,,,,,,0.0,8.899999999999864,17.200000000000045,27.299999999999955
2023-09-15,,,,,,,0.0,0.900000000000091,8.400000000000091,19.0
2023-09-18,,,,,,,0.0,6.900000000000091,13.799999999999955,25.40000000000009
2023-09-19,,,,,,,0.0,0.09999999999990905,8.700000000000045,18.59999999999991
2023-09-20,,,,,,,0.0,3.7999999999999545,15.799999999999955,22.09999999999991
2023-09-21,,,,,,,0.0,-2.2999999999999545,7.0,15.900000000000091
2023-09-26,,,,,,,0.0,-5.0,4.600000000000136,13.900000000000091
